150 45
0 1 179.61656
0 2 198.21364
0 3 180.81993
0 4 190.92426
0 5 191.79198
0 6 246.65593
0 7 198.17523
0 8 184.77577
0 9 207.72072
0 10 159.97145
0 11 209.04968
0 12 186.55942
0 13 148.34102
0 14 163.14473
0 15 212.78577
0 16 175.35287
0 17 203.90115
0 18 178.65990
0 19 220.77667
0 20 171.13081
0 21 163.31429
0 22 172.25775
0 23 227.83691
0 24 188.99443
0 25 209.43605
0 26 185.70810
0 27 178.78426
0 28 239.33040
0 29 219.73209
0 30 203.56029
0 31 191.79599
0 32 183.38422
0 33 225.59512
0 34 159.77115
0 35 153.50893
0 36 219.25542
0 37 142.80952
0 38 177.30902
0 39 159.51112
0 40 203.55791
0 41 183.69650
0 42 169.25343
0 43 150.59286
0 44 208.91441
0 45 146.02698
0 46 172.50075
0 47 193.08008
0 48 197.41911
0 49 205.30054
0 50 145.45665
0 51 160.49445
0 52 188.08212
0 53 147.06998
0 54 212.73183
0 55 163.11211
0 56 210.97957
0 57 156.72383
0 58 186.87518
0 59 181.67062
0 60 236.82323
0 61 201.18060
0 62 177.04346
0 63 226.66177
0 64 200.19188
0 65 155.56111
0 66 228.51161
0 67 182.35080
0 68 188.95129
0 69 214.88406
0 70 185.76619
0 71 172.55165
0 72 199.61681
0 73 171.31326
0 74 217.88646
0 75 176.31778
0 76 226.23413
0 77 216.93163
0 78 176.78203
0 79 216.83298
0 80 150.10101
0 81 233.90491
0 82 207.29121
0 83 147.48502
0 84 186.42863
0 85 220.88387
0 86 166.88504
0 87 176.02522
0 88 206.49005
0 89 162.90929
0 90 187.83478
0 91 202.63928
0 92 191.11943
0 93 190.11101
0 94 146.56360
0 95 192.10945
0 96 195.38243
0 97 191.46744
0 98 177.32840
0 99 178.70558
0 100 187.65495
0 101 186.87744
0 102 183.25095
0 103 173.80989
0 104 201.62941
0 105 202.85664
0 106 208.16112
0 107 189.88565
0 108 178.00549
0 109 221.97578
0 110 215.87859
0 111 235.77454
0 112 178.39104
0 113 204.74811
0 114 212.63812
0 115 179.40929
0 116 201.46329
0 117 190.14694
0 118 209.64319
0 119 153.64622
0 120 124.28206
0 121 194.69823
0 122 182.97650
0 123 160.86958
0 124 221.01711
0 125 172.54898
0 126 181.59732
0 127 194.69138
0 128 195.02904
0 129 150.99112
0 130 193.15671
0 131 179.27890
0 132 182.01018
0 133 201.06351
0 134 223.25757
0 135 183.51343
0 136 166.72614
0 137 214.23155
0 138 222.28717
0 139 162.80231
0 140 216.66895
0 141 227.74736
