100 10
0 1 54.72352
0 2 86.18407
0 3 66.34847
0 4 114.23426
0 5 78.98713
0 6 72.52477
0 7 97.69780
0 8 85.33011
0 9 79.29270
0 10 107.83518
0 11 114.80664
0 12 56.70464
0 13 90.77139
0 14 48.89528
0 15 95.00911
0 16 107.30343
0 17 69.20911
0 18 123.72969
0 19 87.98608
0 20 107.08595
0 21 105.77075
0 22 113.79562
0 23 45.03494
0 24 80.23622
0 25 54.81746
0 26 84.39243
0 27 119.46002
0 28 107.49285
0 29 80.57631
0 30 46.72490
0 31 122.83245
0 32 69.26098
0 33 117.27454
0 34 133.88014
0 35 116.13293
0 36 48.95238
0 37 102.54012
0 38 66.70333
0 39 70.82566
0 40 87.59927
0 41 99.29420
0 42 84.84978
0 43 42.16357
0 44 118.83525
0 45 71.28028
0 46 60.83886
0 47 106.96988
0 48 90.94135
0 49 113.91151
0 50 57.28975
0 51 116.91317
0 52 93.44316
0 53 83.25858
0 54 114.51794
0 55 68.71310
0 56 61.39078
0 57 106.80571
0 58 124.74145
0 59 41.44823
0 60 110.67699
0 61 74.82711
0 62 87.42929
0 63 88.42910
0 64 80.54651
0 65 103.13349
0 66 70.53428
0 67 61.33263
0 68 51.68318
0 69 81.61048
0 70 71.51846
0 71 75.38612
0 72 72.42393
0 73 88.68664
0 74 51.60397
0 75 86.97556
0 76 61.00987
0 77 85.40049
0 78 98.99359
0 79 82.29333
0 80 86.92440
0 81 68.52324
0 82 101.75478
0 83 119.23209
0 84 103.63990
0 85 105.60983
0 86 111.96086
0 87 89.53477
0 88 62.01669
0 89 14.98409
0 90 78.37356
0 91 68.12307
0 92 58.12695
0 93 52.19746
0 94 121.17175
0 95 78.83344
0 96 77.90254
0 97 117.46956
0 98 86.83169
0 99 98.67505
1 2 76.11036
1 3 56.91159
1 4 119.52760
1 5 51.34650
1 6 75.08041
1 7 102.31429
1 8 86.25927
1 9 60.63261
1 10 92.72221
1 11 106.10196
1 12 97.93269
1 13 87.17857
1 14 60.40134
1 15 52.01142
1 16 89.99187
1 17 94.58311
1 18 107.92307
1 19 49.71173
1 20 78.92612
1 21 86.27690
1 22 87.64376
1 23 59.86760
1 24 68.71859
1 25 33.91084
1 26 103.43909
1 27 104.63266
1 28 81.68391
1 29 70.49731
1 30 69.28914
1 31 102.04807
1 32 66.17793
1 33 77.91918
1 34 124.13680
1 35 90.95169
1 36 68.19851
1 37 90.28699
1 38 75.80028
1 39 92.85093
1 40 102.74709
1 41 62.89705
1 42 81.45090
1 43 46.89996
1 44 83.10568
1 45 60.95556
1 46 39.86513
1 47 87.08709
1 48 73.50156
1 49 67.80199
1 50 71.11837
1 51 97.35293
1 52 70.38709
1 53 71.58903
1 54 104.77869
1 55 35.83334
1 56 47.92410
1 57 94.12753
1 58 104.38313
1 59 53.37865
1 60 106.12926
1 61 59.53890
1 62 51.93946
1 63 64.39036
1 64 73.80747
1 65 55.89174
1 66 59.07653
1 67 80.86846
1 68 73.35386
1 69 58.79621
1 70 97.76702
1 71 93.19118
1 72 62.10175
1 73 83.87807
1 74 57.09422
1 75 61.96461
1 76 72.11973
1 77 70.61307
1 78 89.10478
