150 45
0 1 135.45898
0 2 121.59569
0 3 92.20565
0 4 90.03474
0 5 145.45670
0 6 103.03259
0 7 90.40437
0 8 120.04932
0 9 100.97235
0 10 81.16426
0 11 106.75663
0 12 86.66563
0 13 116.68493
0 14 114.44273
0 15 116.04204
0 16 104.81725
0 17 79.86272
0 18 82.45824
0 19 109.54187
0 20 106.46658
0 21 90.83402
0 22 133.74536
0 23 82.18050
0 24 97.14336
0 25 88.14008
0 26 74.68845
0 27 91.67747
0 28 90.39278
0 29 106.82146
0 30 104.39687
0 31 96.67069
0 32 92.03484
0 33 100.97269
0 34 83.10625
0 35 93.25092
0 36 107.81732
0 37 88.82588
0 38 124.60017
0 39 96.94114
0 40 110.09343
0 41 72.51297
0 42 122.76828
0 43 108.81178
0 44 59.88550
0 45 91.39241
0 46 125.04194
0 47 123.15054
0 48 82.22049
0 49 97.77984
0 50 130.62997
0 51 103.79624
0 52 135.46326
0 53 130.15181
0 54 88.95658
0 55 43.64046
0 56 94.12852
0 57 102.23639
0 58 102.55630
0 59 114.01504
0 60 138.33464
0 61 134.52068
0 62 129.58450
0 63 106.46040
0 64 85.89092
0 65 105.64735
0 66 109.53680
0 67 117.68555
0 68 78.15869
0 69 95.70490
0 70 106.74580
0 71 92.62644
0 72 126.87188
0 73 67.49791
0 74 91.37247
0 75 97.22118
0 76 128.12267
0 77 120.27730
0 78 101.50824
0 79 93.46136
0 80 123.73839
0 81 100.01754
0 82 103.48981
0 83 99.78501
0 84 83.72507
0 85 93.78098
0 86 67.49714
0 87 120.00354
0 88 137.56732
0 89 92.36114
0 90 131.96265
0 91 106.02760
0 92 127.56573
0 93 126.88577
0 94 110.64530
0 95 101.09212
0 96 83.23479
0 97 109.39250
0 98 138.25142
0 99 104.33922
0 100 123.26544
0 101 93.41782
0 102 120.27440
0 103 138.05794
0 104 104.65756
0 105 114.89740
0 106 103.75916
0 107 122.29529
0 108 103.88918
0 109 94.53235
0 110 98.70634
0 111 123.66800
0 112 124.19482
0 113 102.15233
0 114 110.83456
0 115 103.13279
0 116 135.26802
0 117 85.77332
0 118 52.29940
0 119 93.50136
0 120 113.75341
0 121 92.85344
0 122 75.88908
0 123 60.78802
0 124 108.86854
0 125 92.48732
0 126 116.87280
0 127 115.23563
0 128 99.75196
0 129 99.56380
0 130 102.59751
0 131 66.14471
0 132 81.80432
0 133 122.96037
0 134 132.61369
0 135 95.35958
0 136 106.90535
0 137 140.94887
0 138 94.70588
0 139 110.31244
0 140 107.27933
0 141 131.79642
0 142 65.19133
0 143 133.59052
0 144 97.56236
0 145 74.19139
0 146 102.56889
0 147 140.62451
0 148 93.24523
0 149 91.95316
1 2 133.22061
1 3 143.96704
1 4 121.42679
1 5 109.89567
1 6 125.06516
1 7 106.56754
1 8 134.21626
1 9 119.01525
1 10 173.00932
1 11 131.74994
1 12 155.42812
1 13 108.46478
1 14 127.94541
1 15 110.85081
1 16 134.83229
1 17 120.31667
1 18 155.68161
1 19 108.76406
1 20 159.77402
1 21 114.57201
1 22 124.79977
1 23 142.04175
1 24 116.92670
1 25 95.42834
1 26 157.73677
1 27 145.36002
1 28 109.33777
1 29 119.68091
1 30 170.50531
1 31 108.22167
1 32 109.42999
1 33 63.88888
1 34 137.16779
1 35 125.22505
1 36 97.57721
1 37 135.93991
1 38 108.53367
1 39 147.96252
1 40 134.54109
1 41 130.71353
1 42 110.51321
1 43 125.10712
1 44 134.08279
1 45 129.94356
1 46 80.64222
1 47 109.45841
1 48 129.13673
1 49 139.68039
1 50 142.03433
1 51 93.20715
1 52 133.53192
1 53 113.97970
1 54 144.78105
1 55 154.63043
1 56 165.43088
1 57 137.46336
1 58 151.48885
1 59 133.87419
1 60 133.40787
1 61 100.13017
1 62 130.39574
1 63 130.41272
1 64 146.63074
1 65 107.98956
1 66 102.92776
1 67 133.12199
1 68 121.76553
1 69 91.05971
1 70 76.46570
1 71 104.68442
1 72 103.56799
1 73 133.00671
1 74 127.07779
1 75 123.05308
1 76 123.65665
1 77 155.23552
1 78 143.40111
1 79 128.86591
1 80 111.88020
1 81 157.65942
1 82 85.93149
1 83 115.17887
1 84 146.55046
1 85 128.89340
1 86 132.09976
1 87 151.05124
1 88 59.54766
1 89 73.54116
1 90 123.55967
1 91 77.61249
1 92 133.64076
1 93 192.49266
1 94 116.27289
1 95 180.20413
1 96 172.37726
1 97 77.79829
1 98 96.81599
1 99 145.29225
1 100 159.12389
1 101 76.06358
1 102 153.42949
1 103 114.41366
1 104 132.60895
1 105 106.32933
1 106 149.38623
1 107 112.60255
1 108 100.26570
1 109 158.86253
1 110 154.62624
1 111 111.83407
1 112 113.40404
1 113 167.80434
1 114 129.22360
1 115 147.07909
1 116 160.36098
1 117 132.10638
1 118 128.52852
1 119 156.86792
1 120 170.59346
1 121 114.26317
1 122 155.71074
1 123 138.94066
1 124 85.07595
1 125 109.25777
1 126 55.21760
1 127 103.39117
1 128 117.52821
1 129 153.23413
1 130 109.38322
1 131 145.06328
1 132 124.67350
1 133 99.74634
1 134 97.44820
1 135 123.75537
1 136 108.00232
1 137 113.86185
1 138 107.48021
1 139 86.95889
1 140 109.93520
1 141 149.44536
1 142 93.61298
1 143 103.13244
1 144 148.32802
1 145 113.15929
1 146 98.55577
1 147 112.31656
1 148 122.26289
1 149 145.25043
2 3 111.15614
2 4 115.92275
2 5 110.62170
2 6 95.49949
2 7 128.58948
2 8 44.07973
2 9 134.87529
2 10 137.44615
2 11 132.53029
2 12 106.58105
2 13 132.94824
2 14 124.79897
2 15 103.20614
2 16 132.88322
2 17 134.36093
2 18 122.48462
2 19 91.24456
2 20 119.27999
2 21 90.21066
2 22 138.84615
2 23 152.59242
2 24 69.32661
2 25 114.02009
2 26 82.83937
2 27 123.80701
2 28 128.18343
2 29 137.57047
2 30 117.39890
2 31 117.46468
2 32 103.89043
2 33 101.67540
2 34 117.24690
2 35 51.78997
2 36 129.65320
2 37 116.87707
2 38 133.58301
2 39 91.12434
2 40 124.24147
2 41 114.43015
2 42 80.43460
2 43 127.68597
2 44 121.43171
2 45 116.83144
2 46 127.25485
2 47 150.69470
2 48 117.61874
2 49 143.41614
2 50 118.33459
2 51 150.85333
2 52 137.90521
2 53 97.17911
2 54 110.90979
2 55 119.13042
2 56 131.05240
2 57 128.70041
2 58 106.49224
2 59 111.90748
2 60 141.12001
2 61 110.70609
2 62 102.82059
2 63 98.14446
2 64 118.81261
2 65 156.32468
2 66 115.36050
2 67 155.26207
2 68 96.16260
2 69 88.48910
2 70 111.45731
2 71 121.13322
2 72 147.99309
2 73 132.95576
2 74 153.47934
2 75 133.24330
2 76 90.14309
2 77 136.94551
2 78 93.10435
2 79 124.00896
2 80 108.93713
2 81 142.37456
2 82 132.68442
2 83 146.77733
2 84 142.28534
2 85 100.17669
2 86 129.19402
2 87 129.08554
2 88 153.54704
2 89 129.12253
2 90 137.43277
2 91 109.16801
2 92 134.84276
2 93 159.66293
2 94 108.65747
2 95 126.61633
2 96 128.01076
2 97 101.21807
2 98 133.67795
2 99 142.34291
2 100 128.05794
2 101 107.06654
2 102 85.98663
2 103 145.47017
2 104 136.44543
2 105 98.41543
2 106 151.50964
2 107 165.81204
2 108 162.83968
2 109 84.26611
2 110 150.12804
2 111 127.02783
2 112 88.23816
2 113 104.73397
2 114 141.90233
2 115 125.87129
2 116 98.14675
